id,publishedAt,text
vk347,2019-04-24 23:10:43,"Ответственность за липовый техосмотр ужесточат

Подробнее: https://drom.ru/s/tg0"
vk346,2019-04-25 12:15:00,"Toyota снимает с производства Mark X. Замены не будет 
 
Подробнее: https://drom.ru/s/F4c"
vk345,2019-04-25 13:17:23,"#объявыподписчиков 
BMW 5-Series, 2001 год 
385 000 ₽ 
 
Ссылка на объявление — https://drom.ru/s/6ys
Что думаете об этом автомобиле? Пишите своё мнение в комментариях"
vk344,2019-04-25 14:14:41,"Первый Haval русской сборки: в каких версиях его предложат

Разбираемся: https://drom.ru/s/1GJ"
vk343,2019-04-25 15:00:07,"Классический Toyota Land Cruiser J40 превратили в безумный хот-род

Смотрите видео и фото: https://drom.ru/s/sUY"
vk342,2019-04-25 16:00:08,"Mercedes-Benz выкатил на тесты странный прототип

Подробнее: https://drom.ru/s/w78"
vk341,2019-04-25 17:00:08,"Skoda Octavia 2019 года: неожиданная смена Кашкай на Октавию, плюсы и минусы и итоговые впечатления спустя неделю после покупки

Читайте новый отзыв от автовладельца: https://drom.ru/s/ESq"
vk340,2019-04-25 18:00:06,"Блог Рио Х-Лайн. Весенние будни русского корейца на службе у приморского журналиста

Читайте новый пост на сайте: https://drom.ru/s/dCC"
vk339,2019-04-25 19:00:07,"Mitsubishi прощается с легендарным внедорожником Pajero

Подробнее: https://drom.ru/s/3oU"
vk338,2019-04-25 23:00:05,"Астрахань, Россия: мужчина, переходя дорогу, пытается избежать участи быть сбитым автомобилем, но у Мондео слишком покатый нос :( Пешеход порадовал своей сообразительностью, но, увы, он попал в больницу со сломанными рёбрами. Форд с места происшествия удрал."
vk337,2019-04-26 13:51:36,"Кроссовер Renault Kaptur обновился, но не подорожал

Подробнее: https://drom.ru/s/Q3A"
vk336,2019-04-26 14:40:00,"«Буханка» получила спецверсию для тяжелого бездорожья

Подробнее: https://drom.ru/s/fW3"
vk335,2019-04-26 15:40:00,"ГИБДД готовит изменения: получить права станет сложнее

Подробнее: https://drom.ru/s/lsx"
vk334,2019-04-26 16:30:01,"УАЗ обновил Патриот для полиции

Подробнее: https://drom.ru/s/KlC"
vk333,2019-04-26 17:30:01,"В США полиция придумала, как отказаться от рискованных погоньъ

Подробности с видео: https://drom.ru/s/RBs"
vk332,2019-04-26 18:30:01,"Toyota Camry 2001–2011 гг. (кузова XV30 и XV40). Принцессы на горошине

Читайте нашу новую статью: https://drom.ru/s/0hT"
vk331,2019-04-26 19:30:02,"#объявадня 
Nissan Silvia, 1996 год 
1 000 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/eZb"
vk330,2019-04-26 22:30:00,"Задержанный за дебош выпал из полицейского «уазика» — это не умышленный побег, просто полицейские забыли закрыть дверцу."
vk329,2019-04-27 18:36:28,"Suzuki представил новый «глобальный» грузовик за 600 000 рублей

Подробнее о новинке: https://drom.ru/s/BTq"
vk328,2019-04-27 19:33:00,"В Daimler AG удивились наличию Мерседесов и Майбахов у Ким Чен Ына

Подробнее: https://drom.ru/s/nP3"
vk327,2019-04-27 23:34:10,"В Казани уничтожают «серые» автомобили Volkswagen

Подробнее: https://drom.ru/s/DmZ"
vk326,2019-04-28 18:48:07,"Первый тест-драйв Jeep Gladiator. Да, он нам понравился

Читайте на сайте: https://drom.ru/s/Eiy"
vk325,2019-04-28 20:41:43,"Как нам не потерять Сибирь и Дальний Восток, или Рассказ о судьбоносной поездке по военно-томской дороге

Читать: https://drom.ru/s/bke"
vk324,2019-04-28 22:56:31,"Когда администрация города не способна привести дороги в нормальное состояние, в дело вступает народная инициатива. На видео Омск."
vk323,2019-04-29 14:53:50,"У Lada Granta изменились комплектации и цены

Подробнее: https://drom.ru/s/qwE"
vk322,2019-04-29 16:00:07,"Honda Stepwgn 2015 года: качество, практичность и индивидуальность.

Читайте новый отзыв от автовладельца: https://drom.ru/s/wst"
vk321,2019-04-29 17:00:08,"#объявадня 
Mitsubishi Pajero, 1997 год 
2 000 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/ANo"
vk320,2019-04-29 18:00:06,"В гостях у «дяди Васи». Непредсказуемый ремонт. А как хорошо всё начиналось…

Читайте на сайте: https://drom.ru/s/Opt"
vk319,2019-04-29 19:41:51,"В России будет больше камер, фиксирующих нарушение средней скорости движения 
 
Подробнее: https://drom.ru/s/u1g"
vk318,2019-04-29 22:01:26,"Aurus задерживается: розничные продажи начнутся только в 2020 году

Подробнее: https://drom.ru/s/Pkb"
vk317,2019-04-29 23:05:20,Горная дорога как аттракцион на выбывание.
vk316,2019-04-30 13:14:47,"В США с аукциона продали «останки» полностью сгоревшей Ferrari 90-х годов

Подробнее: https://drom.ru/s/oRs"
vk315,2019-04-30 14:10:00,"БЕЛАЗ разработал двух «монстров» для подземных работ

Подробнее: https://drom.ru/s/LlT"
vk314,2019-04-30 15:10:00,"Серийную версию Renault Arkana покажут в конце мая

Подробнее: https://drom.ru/s/mSP"
vk313,2019-04-30 16:08:53,"BMW 3-Series 2018 года: откровение в плане удовольствия от езды.

Читайте новый отзыв от автовладельца: https://drom.ru/s/cRw"
vk312,2019-04-30 17:00:11,"В строительство нового кольца вокруг Москвы придётся вложить ещё 20 млрд рублей

Подробнее: https://drom.ru/s/FwM"
vk311,2019-04-30 18:00:06,"#объявадня 
Lexus GS300, 2006 год 
1 100 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/2ay"
vk310,2019-04-30 19:00:11,"Кабан с рюкзаком. Тест нового Kia Soul

Читайте на сайте: https://drom.ru/s/Bne"
vk309,2019-05-01 19:22:44,"Geely выпустил первый в мире грузовик с двигателем на метаноле

Подробнее: https://drom.ru/s/CYR"
vk308,2019-05-01 20:28:00,"Мантуров раскрыл особенности военных кабриолетов Aurus

Подробнее: https://drom.ru/s/ObG"
vk307,2019-05-01 21:28:00,"Mercedes-AMG откажется от заднеприводных моделей 
 
Подробнее: https://drom.ru/s/6bC"
vk306,2019-05-02 17:19:48,"На параде Победы покажут «Ниву»-пикап с крупнокалиберным пулемётом

Подробнее: https://drom.ru/s/e9p"
vk305,2019-05-02 19:32:12,"Дизайнер из Германии разработал альтернативный E-Class — в стиле культового W115

Фото и видео: https://drom.ru/s/kgL"
vk304,2019-05-02 20:34:53,"Министр «засветил» дизайн секретного внедорожника Aurus

Все фото: https://drom.ru/s/qfT"
vk303,2019-05-03 16:50:03,"Раскрыт интерьер Mercedes-Benz S-Class следующего поколения

Подробнее: https://drom.ru/s/qUt"
vk302,2019-05-03 18:21:50,"Volkswagen: наши аккумуляторы смогут работать всю жизнь электромобиля

Подробнее: https://drom.ru/s/cRs"
vk301,2019-05-04 21:09:47,"Кроссоверная версия Kia Xceed замечена во время тестов

Подробнее: https://drom.ru/s/GeP"
vk300,2019-05-05 17:50:46,"Toyota Tundra пробежала без капитального ремонта 1,6 млн километров

Подробнее: https://drom.ru/s/Pgi"
vk299,2019-05-05 19:00:08,"У Chevrolet Camaro после обновления появилась «бюджетная» версия

Подробнее: https://drom.ru/s/KEd"
vk298,2019-05-05 20:19:15,"Полиция Абу-Даби обзавелась арабским суперкаром Lykan 
 
Подробнее: https://drom.ru/s/uiD"
vk297,2019-05-05 21:24:00,"Едем на Кавказ

Читайте новые заметки о путешествии: https://drom.ru/s/ikk"
vk296,2019-05-05 22:24:00,"Феноменальное по своей абсурдности ДТП произошло в Ингушетии: гаишники устроили погоню за угнанной Kia Rio, но не согласовали свои действия с другим экипажем, ехавшим в противоположном направлении. Напоминает известную сцену во французской комедии «Такси»."
vk295,2019-05-06 15:30:34,"Лёгкие фургоны и микроавтобусы МАЗ выходят на рынок

Подробнее: https://drom.ru/s/YIY"
vk294,2019-05-06 16:33:33,"ЗАЗ пустит имущество с молотка из-за долгов

Подробнее: https://drom.ru/s/Npl"
vk293,2019-05-06 17:30:01,"В Новосибирске на базе Marussia создадут новый спорткар

Подробнее: https://drom.ru/s/yYh"
vk292,2019-05-06 20:00:08,"В России упал спрос на праворульные «бэушки»

Подробнее: https://drom.ru/s/eyy"
vk291,2019-05-06 21:00:08,"Самые безумные Кайены в истории. Лучше, чем у Porsche

Смотрите весь список: https://drom.ru/s/M6q"
vk290,2019-05-06 22:26:10,"Названы самые популярные отечественные автомобили с пробегом

Вся десятка: https://drom.ru/s/6tt"
vk289,2019-05-06 22:30:44,Неудавшаяся попытка ограбления в Бразилии.
vk288,2019-05-07 13:21:42,"Опубликована первая фотография конкурента Porsche Panamera от BMW

Подробнее: https://drom.ru/s/nv8"
vk287,2019-05-07 14:20:00,"«Авторевю» провело краш-тест Lada XRAY Cross

Результаты: https://drom.ru/s/MXX"
vk286,2019-05-07 15:30:01,"Toyota Prius 2016 года: комплектация S Touring Selection, чип-тюнинг и проблемы с дворниками.

Читайте новый отзыв от автовладельца: https://drom.ru/s/0fJ"
vk285,2019-05-07 16:30:02,"У полиции Армении появился патрульный Dodge Charger 

Подробнее: https://drom.ru/s/LxD"
vk284,2019-05-07 17:30:02,"#объявадня 
Jeep Grand Cherokee, 2012 год 
2 450 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/isL"
vk283,2019-05-07 18:30:01,"Пора продавать Ford? Или покупать?

Читайте на сайте: https://drom.ru/s/hPZ"
vk282,2019-05-07 19:30:01,"Российским дорожникам разрешат класть асфальт в мороз, снег и дождь

Подробнее: https://drom.ru/s/0kl"
vk281,2019-05-07 20:30:01,"В небольшом американском городке Аугуста шериф спешил на вызов на патрульном Форде Краун Виктория, но забыл включить проблесковый маячок. На одном из перекрёстков такая оплошность привела к довольно нелепому ДТП. Никто серьёзно не пострадал."
vk280,2019-05-08 14:18:01,"УАЗ начал продажи экспедиционного Хантера

Подробнее: https://drom.ru/s/vPm"
vk279,2019-05-08 15:11:43,"Китай разрешил вывоз подержанных автомобилей (это увеличит продажи новых)

Подробнее: https://drom.ru/s/LAa"
vk278,2019-05-08 16:43:55,"Toyota рассказала, сколько бы стоила Supra без участия BMW

Подробнее: https://drom.ru/s/DXU"
vk277,2019-05-08 17:56:41,"Спорткар Tagaz Aquila протестировал Стиг из Top Gear (не шутка)

Подробнее: https://drom.ru/s/Pym"
vk276,2019-05-08 20:09:06,"Tesla Model 3 смогла избежать столкновения благодаря автоматическому маневрированию

Смотрите видео: https://drom.ru/s/RXI"
vk275,2019-05-08 22:08:42,"Китайцы выпустили электрический минивэн на базе старого Альфарда

Подробнее: https://drom.ru/s/NL8"
vk274,2019-05-09 16:52:44,"Ветеран войны с полувековым водительским стажем впервые получил права в 96 лет

Подробнее: https://drom.ru/s/dEA"
vk273,2019-05-09 18:00:06,"Porsche заплатит €535 млн за махинации с дизельными двигателями

Подробнее: https://drom.ru/s/iSJ"
vk272,2019-05-09 19:52:01,"Сравниваем последний кабриолет ЗИЛ и первый кабриолет Аурус

Читайте на сайте: https://drom.ru/s/nFX"
vk271,2019-05-09 21:00:07,"Появились фото прототипа рестайлингового внедорожника Lexus GX

Все фото: https://drom.ru/s/msh"
vk270,2019-05-10 14:06:58,"FIAT Chrysler провёл конкурс среди студентов-дизайнеров: фото лучших работ

Все работы: https://drom.ru/s/6kW"
vk269,2019-05-10 15:10:00,"Стало известно, как будет называться серийный электрокар Honda с дизайном, как у «Айфонов»

Подробнее: https://drom.ru/s/EXA"
vk268,2019-05-10 16:20:00,"Volkswagen начал приём заказов на электромобиль ID.3

Подробнее: https://drom.ru/s/gWB"
vk267,2019-05-10 17:30:01,"Блог Рено Каптур. Что лучше: чип-тюнинг с «механикой» или «автоматом»? 
 
Читайте новый пост на сайте: https://drom.ru/s/yhQ"
vk266,2019-05-10 18:40:00,"Авторадиопутешествие на Горный Алтай из Кыштыма Челябинской области

Читайте новые заметки о путешествии: https://drom.ru/s/PkG"
vk265,2019-05-11 18:33:08,"Microsoft научит автомобили BMW разговаривать

Подробнее: https://drom.ru/s/NOn"
vk264,2019-05-11 19:39:21,"Самые продаваемые дизельные кроссоверы России: опубликован список

Смотрите по ссылке: https://drom.ru/s/eY5"
vk263,2019-05-11 21:22:04,"Исследование: насколько действительно экологичны электромобили?

Читать: https://drom.ru/s/gwc"
vk262,2019-05-12 20:07:29,"Nissan President 1978 года: сток против нестока.

Читайте новый отзыв от автовладельца: https://drom.ru/s/hdq"
vk261,2019-05-12 21:14:00,"Поездка в Финляндию на электромобиле Ниссан Лиф

Читайте новые заметки о путешествии: https://drom.ru/s/PQW"
vk260,2019-05-13 15:52:03,"Анархист. Тестируем самодельную «Ламбо» родом из СССР

Читайте на сайте: https://drom.ru/s/vs4"
vk259,2019-05-13 17:00:08,"Узаконить тюнинг можно будет через портал госуслуг

Подробнее: https://drom.ru/s/TdN"
vk258,2019-05-13 18:00:08,"В Японии начались тесты нового «поезда-пули». Он разгоняется до 360 км/ч

Подробнее: https://drom.ru/s/Adn"
vk257,2019-05-13 19:11:40,"В Белоруссии разработали новый сверхтяжелый тягач (гражданский)

Подробнее: https://drom.ru/s/myf"
vk256,2019-05-13 20:10:01,"Geely Atlas 2018 года: европеец с китайским акцентом.

Читайте новый отзыв от автовладельца: https://drom.ru/s/yzP"
vk255,2019-05-13 23:27:36,"Суд признал «обочечника» виновным в ДТП со встречным автомобилем

Подробнее: https://drom.ru/s/5Wr"
vk254,2019-05-14 12:45:46,"Прокуратура займется проверкой частных комплексов фотофиксации

Подробнее: https://drom.ru/s/a11"
vk253,2019-05-14 13:45:00,"Mazda объявила о разработке рядных 6-цилиндровых моторов. Марка стремится в премиум

Подробнее: https://drom.ru/s/RJW"
vk252,2019-05-14 14:45:00,"Авторынок в апреле: продолжение «чехарды» (снова минус)

Подробнее: https://drom.ru/s/B5d"
vk251,2019-05-14 15:45:00,"#объявадня 
Mazda RX-7, 1995 год 
1 200 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/h99"
vk250,2019-05-14 17:00:23,"Citroen празднует 100-летие футуристическим электрокаром с ёмкой батареей

Подробнее о новинке: https://drom.ru/s/oDh"
vk249,2019-05-14 18:00:08,"Volkswagen работает над новым кроссовером на базе хэтчбека Polo

Подробнее: https://drom.ru/s/JfF"
vk248,2019-05-14 19:00:07,"Заправился некачественным топливом: как понять и что делать?

Читайте на сайте: https://drom.ru/s/BfH"
vk247,2019-05-14 20:00:06,"#объявыподписчиков 
Nissan Bluebird Sylphy, 2001 год 
285 000 ₽ 
 
Ссылка на объявление — https://drom.ru/s/MNX
Что думаете об этом автомобиле? Пишите своё мнение в комментариях"
vk246,2019-05-15 13:05:32,"Данные с датчиков ЭРА-ГЛОНАСС предложили собирать и хранить 
 
Подробнее: https://drom.ru/s/yQ1"
vk245,2019-05-15 14:14:04,"Toyota подала в правительство РФ заявку на подписание специнвестконтракта

Подробнее: https://drom.ru/s/l8X"
vk244,2019-05-15 15:00:06,"Минфин разрабатывает законопроект по отмене двух коэффициентов ОСАГО

Подробнее: https://drom.ru/s/aQW"
vk243,2019-05-15 16:01:00,"Таможня зафиксировала спад импорта и шквальный рост экспорта автомобилей

Подробнее: https://drom.ru/s/Chf"
vk242,2019-05-15 17:01:00,"Какие виды наземных парковок существуют в Японии?

Смотрите новое видео на канале Drom Fun: https://drom.ru/s/IFB"
vk241,2019-05-15 18:00:05,"#объявадня 
BMW 6-Series, 2003 год 
1 500 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/dE3"
vk240,2019-05-15 19:00:09,"Дума в первом чтении одобрила увеличение срока для пьяных виновников ДТП до 15 лет

Подробнее: https://drom.ru/s/1kN"
vk239,2019-05-15 20:00:05,"«Спорт» за миллион: Vesta Sport против турбо-Рапида и Toyota GT86 (б/у)

Читайте на сайте: https://drom.ru/s/RFI"
vk238,2019-05-16 13:09:59,"Ввоз правого руля опять подорожает за счёт кратного роста стоимости СБКТС

Подробнее: https://drom.ru/s/4Pn"
vk237,2019-05-16 14:29:12,"Первый Haval русской сборки: объявлены комплектации

Подробнее: https://drom.ru/s/6Yq"
vk236,2019-05-16 15:30:01,"В Литве задержали автовоз из России, который «под прикрытием» новых авто вез вредную контрабанду (ВИДЕО)

Смотреть: https://drom.ru/s/SDX"
vk235,2019-05-16 16:30:02,"Новые украинские полицейские разбили больше половины патрульных Приусов

Подробнее: https://drom.ru/s/pvq"
vk234,2019-05-16 18:30:26,"На «АвтоВАЗе» зафиксировали масштабное хищение запчастей

Подробнее: https://drom.ru/s/3go"
vk233,2019-05-16 21:42:14,"Вся правда о каршеринге — новое видео на Дром Фан

Смотреть: https://drom.ru/s/mBg"
vk232,2019-05-16 22:44:16,"В гостях у «дяди Васи». Какой ремонт приносит больше денег?

Читайте на сайте: https://drom.ru/s/xLT"
vk231,2019-05-17 13:17:59,"Интерьер Volkswagen Golf раскрыт: больше никаких рендеров

Фото с подробностями: https://drom.ru/s/itt"
vk230,2019-05-17 14:34:05,"Готовящийся к запуску российский завод Haval «благословил» губернатор Тульской области

Подробнее: https://drom.ru/s/HU7"
vk229,2019-05-17 15:20:06,"Слишком быстрый: Ford ограничил скорость 280-сильному универсалу Focus ST нового поколения

Подробнее: https://drom.ru/s/237"
vk228,2019-05-17 17:03:32,"Toyota озвучила статистику продаж автомобилей с «механикой». Цифры удивляют

Смотрите сами: https://drom.ru/s/aPM"
vk227,2019-05-17 17:54:42,"Suzuki Jimny двух поколений (1981–2018 гг.). Маленький, да удаленький?

Читайте на сайте: https://drom.ru/s/WQO"
vk226,2019-05-17 19:00:10,"Один из крупнейших страховщиков ОСАГО лишился лицензии

Подробнее: https://drom.ru/s/npM"
vk225,2019-05-19 18:14:36,"В США полиция до сих пор использует Ford Mustang 1993 года 
 
Подробнее: https://drom.ru/s/msb"
vk224,2019-05-19 19:06:00,"Родстер «Крым»: жив и получит новый дизайн

Подробнее: https://drom.ru/s/i1I"
vk223,2019-05-19 20:06:00,"Россияне выбрали 23 автомобиля 2019 года

Подробнее: https://drom.ru/s/YQV"
vk222,2019-05-19 22:29:51,"Новые Skoda Superb и Octavia Combi лишились камуфляжа

Больше фото: https://drom.ru/s/3Tj"
vk221,2019-05-20 21:49:38,"Крутой папаша среди кроссоверов. Первый тест-драйв Kia Telluride

Читайте на сайте: https://drom.ru/s/lRG"
vk220,2019-05-20 22:54:56,"Нет на свете более безумного тюнера, чем Кей Миура — его обвесы Rocket Bunny делают машины неузнаваемы. Кто первый скажет — что за тачка перед нами?"
vk219,2019-05-20 23:40:00,"Представьте себе, что джин из волшебной лампы предлагает вам подарок: «Эволюшн» или «Эволюшн». Что вы выберете: Mitsubishi Lancer Evolution I 1992 или Mercedes-Benz 190E 2.5–16 Evolution II 1984?

Если кто-то (ну вдруг?) забыл, то мы напомним: у японского «Эвика» полный привод и двигатель 2.0 с 250-ю лошадьми, у немецкого — задний привод и мотор 2.5 с 235-. силами. Японских выпущено 5 тысяч экземпляров, немецких — ровно 502."
vk218,2019-05-21 20:00:06,"Я сбил пешехода: что делать? 

Сбить человека — страшный сон для любого водителя. Есть немаленькие шансы сесть в тюрьму, даже если ехал себе спокойно и ничего не нарушал, а пешеход внезапно вынырнул из темноты прямо под колёса. Давайте же разберёмся, как правильно следует себя вести после аварии.

Алгоритм действий:

• Остановитесь, включите аварийную сигнализацию, выставите знак аварийной остановки, проверьте состояние здоровья других участников движения и при необходимости окажите первую помощь;

• Вызовите скорую, если есть подозрения на серьёзные травмы. Самостоятельно транспортировать человека следует только в самых крайних случаях (безлюдное место, отсутствие связи);

• Вызовите полицию, сообщите о случившемся и следуйте указаниям дежурного;

• Сделайте фото и видео с места ДТП, зафиксируйте положение машины, длину тормозного пути, состояние дороги, наличие помех, если они есть. Это поможет защитить свои права, если дело дойдёт до суда;

• Обменяйтесь контактами с очевидцами происшествия. Не забудьте про страхового комиссара или знакомого юриста, если таковые имеются;

• Когда будут составлять протокол, внимательно ознакомьтесь с содержанием данного документа, если есть возражения — пусть их зафиксируют.

Попадали ли вы или ваши знакомые в такие ДТП? Поделитесь своим опытом в комментариях!"
vk217,2019-05-21 21:08:26,"В Кемерово в понедельник сгорел (от слова совсем) автосалон «Сибимпекс», торговавший автомобилями Skoda и Hyundai. К счастью, люди не пострадали. У нас один вопрос...

Подробнее: https://drom.ru/s/DyC"
vk216,2019-05-21 23:00:07,"Провести 13 сезонов в смертельно опасных гонках – DONE
Лишиться в аварии уха – DONE
Полежать в коме – DONE
Сделать пластические операции из-за шрамов – DONE. 

Умереть в 70 лет от пневмонии...Ники Лауда, RIP!

https://drom.ru/s/WHC"
vk215,2019-05-22 08:04:47,"https://drom.ru/s/qq9
«К черту все электронные свистелки и перделки, верните мне старые добрые ламповые машины!». Кто просил? Специально для вас, новенький ЗИЛ-133ГЯ в продаже на drom.ru! Рама, мосты, понижайка, блокировки и никакой электроники и всего за 700к (плюс сотку с ПТС ? ). Как вам предложение?

#Объявадня"
vk214,2019-05-22 16:30:02,"Их неубиваемость овеяна легендами. Одно лишь упоминание некоторых конкретных моторов способно вызвать ностальгический вздох у «старовера» и недоверчивую ухмылку у подсевшего на литровую «турбопукалку» юнца. 
Что за звери — двигатели-«миллионники», и водятся ли они сейчас? 

Разбираемся в нашей новой статье."
vk213,2019-05-22 18:55:23,"Что будет, если Audi TT RS поставить на подвеску от Q2 и злые колёса? Получится концептуальный TT Safari — ищите его на фестивале Wörthersee через неделю!"
vk212,2019-05-22 22:39:47,"#объявадня

500 сил за 500 тысяч — сразу понятно, что такое предложение может найтись только на Дальнем Востоке и в Сибири! «Марк» в сотом кузове на турбине Т04, по заверению продавца из Читы, едет четверть мили за 12 секунд.
Чита, кто не поленится и проверит?

https://drom.ru/s/Rv1"
vk211,2019-05-22 23:40:00,"Госавтоинспекция России и министерство Просвещения РФ придумали акцию — «живой хэштег „Сохраните детские жизни“». 
В 22 регионах дети выстраивались в форме одной из букв, написав #Сохранитедетскиежизни.
Давайте поможем гаишникам: какими ещё способами можно повысить безопасность дорожного движения?"
vk210,2019-05-23 01:30:02,"Сохрани на стену, чтобы не потерять.
Мы любим правду! Так любим, что на нашем сайте есть специальный сервис — проверка автомобиля по VIN. А чтобы понять насколько честен продавец на очной встрече, обращай внимание не только на то, что он говорит, но и на то, как он это делает. Наша инструкция «Признаки лжи» будет вам в помощь."
vk209,2019-05-23 16:00:06,"Одни её презирают и люто ненавидят, сыпя унизительными эпитетами. Скучная, технически отсталая, переоценённая, автомобильное воплощение серой мышки. Но для адептов комфорта и надёжности — это икона, символ и эталон. Зовётся яблоко раздора — Toyota Camry. Проверяем мифы на примере седана третьего поколения (V30) в нашей новой статье."
vk208,2019-05-23 21:40:29,"Будем честны, мы не в первый раз видим обвес в стиле «Я болид Формулы 1». Но, кажется, никогда это не выглядело настолько органично ? Вот только стоит TRD-версия, на минуточку, на $25к больше обычной, за которую нужно отдать $50-60к ??‍♂

Вопрос: что лучше купить — квартиру или новую «Супру»?

https://drom.ru/s/0DI"
vk207,2019-05-23 22:45:00,"Мы тут узнали, как выглядит педальный узел у Pagani Huayra (только читайте название модели правильно ?) и у нас сразу два вопроса.
1. Как на машине за полтора ляма баксов могут быть такие грязные коврики?
2. Как выглядит педальный узел у вас? Фотки в комменты!"
vk206,2019-05-23 23:59:00,"https://drom.ru/s/3B7

#объявадня

Редкая птица на «Дроме» — пожарный пикап на базе крузака! С первого взгляда похоже на безумный тюнинг, но это вполне серийный автомобиль — Land Cruiser 55 образца 1977 года, превращенный в пожарную машину прямо на заводе. Для таких модификаций японцы даже создали специальный код — FJ56.
Новость хорошая: заявленный пробег в 9 тысяч км похож на правду. Пожарные автомобили, в основном, стояли на дежурстве, лишь изредка покидая часть. Новость плохая: автомобиль находится в Благовещенске, не имеет номеров и вряд ли вы их получите. С другой стороны, ну кто будет ездить на этой музейной красоте?"
vk205,2019-05-24 07:36:43,У кого во дворе такой же беспредел? Скидывайте фотографии в комментарии. Автор самой эпичной фотки получит от нас лучи сочувствия!
vk204,2019-05-24 14:25:38,"Сегодня в Москве наконец-то состоялась мировая премьера главной автомобильной новинки этого года в России — Renault Arcana. Стали известны все официальные подробности, технические характеристики и комплектации. В продажу Аркана поступит уже в июне, топовая версия будет стоить 1,5 миллиона рублей.

Подробнее об автомобиле читайте в нашей новой статье."
vk203,2019-05-24 19:00:09,"Как узнать, что за суперкар пролетел мимо в ночи? Конечно, по задним фонарям! Кто сможет вспомнить марку и модель всех этих машин, тот красавчик! ✌?"
vk202,2019-05-24 21:07:53,"Горячие новости! Горячие и дурнопахнущие. Тойотовод из города Ахмадабад в Индии любовно измазал свою «Короллу» коровьим навозом — предполагается, что так в машине будет попрохладнее, ведь высохший навоз, реально, является отличным теплоизолятором.
Отметьте в комментах друга, чья машина заслуживает того же ?"
vk201,2019-05-24 22:30:01,"#объявадня

https://drom.ru/s/wME

Кому «Хаммер» с 8,2-литровым двигателем? Один такой сейчас находится в Омске и продается на «Дроме». Ценник в 20 млн выглядит слегка (ха-ха) завышенным, но автомобиль-то и правда интересный и редкий. Из пяти моторов, что ставились на Hummer H1, самыми объемными были 6,6-литровые (дизель или бензин), а здесь сразу 8,2 литра!
После покупки такого бегемота ваши траты только начнутся ?"
vk200,2019-05-25 02:00:08,"Как реклама Volvo выглядит в США и в Польше: сколько отличий вы найдете и как, думаете, эта реклама будет выглядеть в России?"
vk199,2019-05-25 19:15:14,Иногда гаишником быть не так уж и плохо...
vk198,2019-05-25 22:00:16,"https://drom.ru/s/Mxu

#объявадня
Вы только посмотрите, какую машину мы нашли сегодня на «Дроме» в Краснодаре! Вопрос самым эрудированным: кто сможет назвать хотя бы марку этого пикапа? Не трудитесь вспоминать: это «Трофим 173100» производства завода «Гидропривод» из Тульской области. От обычной «Волги» его отличают не только полурамная конструкция и грузовой отсек, но и удлиненная на 40 см база и усиленные рессоры — можно брать на борт до 800 кг. Больше, чем у «ВИСов», меньше, чем у «Газелей».
И всего 200 тысяч! Берем?"
vk197,2019-05-26 02:00:11,"А всё-таки, «Датсуны» 1960-х были немного веселее, чем «Датсуны» 2010-х…"
vk196,2019-05-26 19:35:18,"Знаете, что такое Тройная корона автоспорта? Этой неофициальной награды удостоится человек, выигравший три легендарных гонки: Гран-При Монако, 24 часа Ле-Мана и 500 миль Индианаполиса. За всю историю автоспорта это смог сделать только один пилот — британец Грэхем Хилл. Из наших современников шанс есть только у Фернандо Алонсо — ему осталось выиграть Инди 500.

Это мы к чему: сегодня проходят и Гран-При Монако, и Инди 500. Кажется, впервые в истории две великие гонки состоятся в один день! За кого болеете?"
vk195,2019-05-26 22:00:19,"#объявадня

Самая дорогая машина на «Дроме»! Мы готовы даже немного заплатить, чтобы увидеть человека, который купит этот «Геленваген» за… 61,5 млн рублей. К сожалению, даже за такие деньги продавцы не постарались снабдить нас информацией, но по фотографиям видно, что это не банальный G500, а невероятный G-class 4х4 на портальных мостах. Да еще и в уникальном пятидверном открытом кузове!
Нравится автомобиль? Автосалон готов продать машину в кредит! Всего по 650 тысяч в месяц на пять лет при первоначальном взносе в 30 лямов ?"
vk194,2019-05-27 02:10:16,"Как сделать так, чтобы все соблюдали дистанцию."
vk193,2019-05-27 16:00:07,"Рассказываем в нашей новой статье, почему идея изымать машины у нетрезвых автомобилистов не такая хорошая, как может показаться на первый взгляд."
vk192,2019-05-27 21:00:24,"#объявадня

https://drom.ru/s/1g3 

Чудесное транспортное средство продается в Увельском районе Челябинской области и на Drom. Зеленый броневик на шасси ГАЗ-67! Повторить выступление Ильича? Повторить подвиг Химайера? Участвовать в страйкбольных маневрах? Поразить жену до глубины души? Потратить миллион рублей самым оригинальным способом? Все это — реплика бронемашины БА-64б.
А вы посмотрите на этот шанцевый инструмент, заботливо выкрашенный в цвет кузова!"
